"Probe"	"gennames"	"biotype_gene"
"ILMN_1721102"	"BMS1P1"	"transcribed_unprocessed_pseudogene"
"ILMN_1721115"	NA	NA
"ILMN_1721116"	"USP10"	"protein_coding"
"ILMN_1721127"	NA	NA
"ILMN_1721128"	NA	NA
"ILMN_1721129"	"NEK4"	"protein_coding"
"ILMN_1721132"	NA	NA
"ILMN_1721134"	"TGM1"	"protein_coding"
"ILMN_1721136"	"H6PD"	"protein_coding"
"ILMN_1721138"	NA	NA
"ILMN_1721167"	"MYT1"	"protein_coding"
"ILMN_1721170"	"GREB1"	"protein_coding"
"ILMN_1721180"	"POM121L9P"	"transcribed_unprocessed_pseudogene"
"ILMN_1721204"	"CSF2RA"	"protein_coding"
"ILMN_1721218"	NA	NA
"ILMN_1721225"	"AAR2"	"protein_coding"
"ILMN_1721241"	"CYTH2"	"protein_coding"
"ILMN_1721247"	NA	NA
"ILMN_1721271"	NA	NA
"ILMN_1721283"	NA	NA
"ILMN_1721284"	"PKP1"	"protein_coding"
"ILMN_1721290"	NA	"processed_pseudogene"
"ILMN_1721312"	NA	NA
"ILMN_1721314"	"LINC01467"	"lincRNA"
"ILMN_1721316"	"TNFRSF10A"	"protein_coding"
"ILMN_1721325"	"CERK"	"protein_coding"
"ILMN_1721333"	"AURKC"	"protein_coding"
"ILMN_1721337"	"MRPS18B"	"protein_coding"
"ILMN_1721338"	NA	NA
"ILMN_1721339"	NA	NA
"ILMN_1721342"	NA	"processed_pseudogene"
"ILMN_1721344"	"MOB3A"	"protein_coding"
"ILMN_1721354"	"KRT6B"	"protein_coding"
"ILMN_1721360"	"FBXO27"	"protein_coding"
"ILMN_1721365"	"ZNF847P"	"unprocessed_pseudogene"
"ILMN_1721383"	"TWIST2"	"protein_coding"
"ILMN_1721386"	"ERAS"	"protein_coding"
"ILMN_1721391"	"ATP6V0B"	"protein_coding"
"ILMN_1721392"	"PTPRQ"	"protein_coding"
"ILMN_1721411"	"PARP10"	"protein_coding"
"ILMN_1721429"	"HS6ST3"	"protein_coding"
"ILMN_1721430"	NA	"protein_coding"
"ILMN_1721449"	"VSX2"	"protein_coding"
"ILMN_1721457"	"RANBP1"	"protein_coding"
"ILMN_1721459"	NA	NA
"ILMN_1721475"	NA	NA
"ILMN_1721478"	NA	"unprocessed_pseudogene"
"ILMN_1721495"	"ADAMTSL2"	"protein_coding"
"ILMN_1721523"	"B3GNT7"	"protein_coding"
"ILMN_1721535"	"COG5"	"protein_coding"
"ILMN_1721540"	"NWD1"	"protein_coding"
"ILMN_1721559"	"FABP6"	"protein_coding"
"ILMN_1721560"	NA	NA
"ILMN_1721563"	"TMEM127"	"protein_coding"
"ILMN_1721564"	"FANCD2OS"	"protein_coding"
"ILMN_1721569"	NA	NA
"ILMN_1721575"	"VPS18"	"protein_coding"
"ILMN_1721578"	NA	NA
"ILMN_1721580"	"TBX15"	"protein_coding"
"ILMN_1721583"	NA	NA
"ILMN_1721601"	"CACNB2"	"protein_coding"
"ILMN_1721614"	"ZNF890P"	"transcribed_unprocessed_pseudogene"
"ILMN_1721621"	NA	NA
"ILMN_1721626"	"ARID5B"	"protein_coding"
"ILMN_1721628"	"C19orf73"	"protein_coding"
"ILMN_1721629"	NA	NA
"ILMN_1721630"	"P2RY4"	"protein_coding"
"ILMN_1721636"	"TSC22D4"	"protein_coding"
"ILMN_1721651"	"UBE2HP1"	"processed_pseudogene"
"ILMN_1721657"	"RSU1"	"protein_coding"
"ILMN_1721669"	"IDH3B"	"protein_coding"
"ILMN_1721672"	NA	NA
"ILMN_1721680"	"CAPZB"	"protein_coding"
"ILMN_1721685"	NA	NA
"ILMN_1721700"	"HSF1"	"protein_coding"
"ILMN_1721703"	"PNN"	"protein_coding"
"ILMN_1721704"	"FNTA"	"protein_coding"
"ILMN_1721712"	"SYNGR1"	"protein_coding"
"ILMN_1721713"	"EXOSC9"	"protein_coding"
"ILMN_1721719"	"NDUFB4"	"protein_coding"
"ILMN_1721727"	"USP6"	"protein_coding"
"ILMN_1721729"	"MED1"	"protein_coding"
"ILMN_1721732"	"GSDMC"	"protein_coding"
"ILMN_1721741"	NA	NA
"ILMN_1721749"	NA	NA
"ILMN_1721758"	"ID4"	"protein_coding"
"ILMN_1721762"	"IL18RAP"	"protein_coding"
"ILMN_1721769"	"FBLN2"	"protein_coding"
"ILMN_1721770"	"PAPPA"	"protein_coding"
"ILMN_1721788"	"ATP6V0A4"	"protein_coding"
"ILMN_1721801"	"GDAP1"	"protein_coding"
"ILMN_1721802"	NA	NA
"ILMN_1721813"	"BTN2A3P"	"transcribed_unprocessed_pseudogene"
"ILMN_1721818"	"CLDN10"	"protein_coding"
"ILMN_1721833"	"IER5"	"protein_coding"
"ILMN_1721842"	"RYBP"	"protein_coding"
"ILMN_1721849"	NA	NA
"ILMN_1721876"	"TIMP2"	"protein_coding"
"ILMN_1721888"	"ITGA2B"	"protein_coding"
"ILMN_1721895"	"RPL37AP8"	"processed_pseudogene"
"ILMN_1721901"	"CTNNAL1"	"protein_coding"
"ILMN_1721905"	"LINC01203"	"lincRNA"
"ILMN_1721910"	"SEPT8"	"protein_coding"
"ILMN_1721916"	NA	NA
"ILMN_1721921"	NA	NA
"ILMN_1721922"	"NAB2"	"protein_coding"
"ILMN_1721926"	NA	NA
"ILMN_1721940"	"SOX6"	"protein_coding"
"ILMN_1721963"	"MEN1"	"protein_coding"
"ILMN_1721968"	"NOVA1"	"protein_coding"
"ILMN_1721977"	NA	NA
"ILMN_1721978"	"CARD11"	"protein_coding"
"ILMN_1721986"	"UVSSA"	"protein_coding"
"ILMN_1721989"	"ATP5F1"	"protein_coding"
"ILMN_1721994"	"HPS4"	"protein_coding"
"ILMN_1722012"	NA	NA
"ILMN_1722016"	"LY6G5C"	"protein_coding"
"ILMN_1722022"	"MAGEE1"	"protein_coding"
"ILMN_1722024"	"ASB11"	"protein_coding"
"ILMN_1722025"	"CPEB4"	"protein_coding"
"ILMN_1722034"	"KIAA1586"	"protein_coding"
"ILMN_1722037"	"PEX5L"	"protein_coding"
"ILMN_1722045"	"ARSB"	"protein_coding"
"ILMN_1722054"	NA	NA
"ILMN_1722056"	"ATP7B"	"protein_coding"
"ILMN_1722059"	"SAFB"	"protein_coding"
"ILMN_1722066"	"ARMC1"	"protein_coding"
"ILMN_1722070"	"APOC3"	"protein_coding"
"ILMN_1722073"	"MLXIPL"	"protein_coding"
"ILMN_1722089"	"RNF217"	"protein_coding"
"ILMN_1722091"	NA	NA
"ILMN_1722092"	NA	NA
"ILMN_1722102"	"ANAPC11"	"protein_coding"
"ILMN_1722127"	NA	NA
"ILMN_1722133"	"LINC00470"	"lincRNA"
"ILMN_1722135"	"CNGA3"	"protein_coding"
"ILMN_1722151"	"EIF6"	"protein_coding"
"ILMN_1722154"	NA	NA
"ILMN_1722156"	"RWDD2A"	"protein_coding"
"ILMN_1722158"	"CASP5"	"protein_coding"
"ILMN_1722186"	"NDUFAF7"	"protein_coding"
"ILMN_1722200"	"PRPF40B"	"protein_coding"
"ILMN_1722206"	"MAF"	"protein_coding"
"ILMN_1722209"	"IL21R"	"protein_coding"
"ILMN_1722217"	"TCTE3"	"protein_coding"
"ILMN_1722218"	"MBOAT7"	"protein_coding"
"ILMN_1722239"	"TIMM8A"	"protein_coding"
"ILMN_1722276"	"PAFAH1B1"	"protein_coding"
"ILMN_1722279"	"DMD"	"protein_coding"
"ILMN_1722286"	"ABCA5"	"protein_coding"
"ILMN_1722290"	"PLPPR3"	"protein_coding"
"ILMN_1722292"	NA	NA
"ILMN_1722294"	"CPNE8"	"protein_coding"
"ILMN_1722302"	NA	NA
"ILMN_1722309"	NA	NA
"ILMN_1722316"	"ADGRA3"	"protein_coding"
"ILMN_1722329"	"CASQ2"	"protein_coding"
"ILMN_1722330"	"GK2"	"protein_coding"
"ILMN_1722364"	"DNPH1"	"protein_coding"
"ILMN_1722377"	"RNFT1P3"	"unprocessed_pseudogene"
"ILMN_1722387"	"SCAI"	"protein_coding"
"ILMN_1722390"	"CHRAC1"	"protein_coding"
"ILMN_1722407"	NA	NA
"ILMN_1722409"	"HSP90AB2P"	"transcribed_processed_pseudogene"
"ILMN_1722411"	"HRH2"	"protein_coding"
"ILMN_1722423"	NA	NA
"ILMN_1722426"	"OR7D2"	"protein_coding"
"ILMN_1722438"	NA	NA
"ILMN_1722445"	"MC4R"	"protein_coding"
"ILMN_1722446"	NA	NA
"ILMN_1722447"	NA	"processed_pseudogene"
"ILMN_1722451"	NA	NA
"ILMN_1722483"	"RNF208"	"protein_coding"
"ILMN_1722489"	"TFF1"	"protein_coding"
"ILMN_1722491"	"APRT"	"protein_coding"
"ILMN_1722496"	"OR4L1"	"protein_coding"
"ILMN_1722502"	"CCT6A"	"protein_coding"
"ILMN_1722506"	NA	NA
"ILMN_1722522"	"CCNT2"	"protein_coding"
"ILMN_1722524"	"GALNT14"	"protein_coding"
"ILMN_1722527"	"LECT1"	"protein_coding"
"ILMN_1722532"	"KDM3A"	"protein_coding"
"ILMN_1722533"	"KATNAL1"	"protein_coding"
"ILMN_1722537"	"KRT18P55"	"transcribed_unprocessed_pseudogene"
"ILMN_1722538"	"DEFB123"	"protein_coding"
"ILMN_1722554"	"DCD"	"protein_coding"
"ILMN_1722559"	"NEUROD6"	"protein_coding"
"ILMN_1722583"	"EMC8"	"protein_coding"
"ILMN_1722603"	"CDX4"	"protein_coding"
"ILMN_1722609"	"PM20D1"	"protein_coding"
"ILMN_1722621"	"ADAMTSL1"	"protein_coding"
"ILMN_1722632"	"SNHG23"	"lincRNA"
"ILMN_1722634"	"NUCB1"	"protein_coding"
"ILMN_1722640"	"MIR663AHG"	"processed_transcript"
"ILMN_1722642"	"REEP3"	"protein_coding"
"ILMN_1722643"	NA	"lincRNA"
"ILMN_1722648"	"SF3B4"	"protein_coding"
"ILMN_1722662"	"RAD23B"	"protein_coding"
"ILMN_1722670"	"LYNX1"	"protein_coding"
"ILMN_1722673"	NA	NA
"ILMN_1722674"	"TMEM223"	"protein_coding"
"ILMN_1722680"	NA	NA
"ILMN_1722688"	"ALG2"	"protein_coding"
"ILMN_1722695"	"CPLX2"	"protein_coding"
"ILMN_1722698"	"RCHY1"	"protein_coding"
"ILMN_1722716"	"SLC17A1"	"protein_coding"
"ILMN_1722718"	"BMP2"	"protein_coding"
"ILMN_1722726"	"ARHGAP32"	"protein_coding"
"ILMN_1722730"	NA	NA
"ILMN_1722732"	NA	NA
"ILMN_1722738"	"ROGDI"	"protein_coding"
"ILMN_1722742"	NA	NA
"ILMN_1722752"	"C11orf95"	"protein_coding"
"ILMN_1722753"	"GJA5"	"protein_coding"
"ILMN_1722755"	"KRTAP6-2"	"protein_coding"
"ILMN_1722769"	"UNG"	"protein_coding"
"ILMN_1722771"	"LDHD"	"protein_coding"
"ILMN_1722772"	NA	NA
"ILMN_1722774"	"VPS72"	"protein_coding"
"ILMN_1722781"	"EGR3"	"protein_coding"
"ILMN_1722788"	"TEX35"	"protein_coding"
"ILMN_1722789"	"THEG"	"protein_coding"
"ILMN_1722798"	"PLCD3"	"protein_coding"
"ILMN_1722809"	"NRCAM"	"protein_coding"
"ILMN_1722811"	"CDKN1B"	"protein_coding"
"ILMN_1722812"	NA	NA
"ILMN_1722820"	"KDELR3"	"protein_coding"
"ILMN_1722824"	"TEAD4"	"protein_coding"
"ILMN_1722825"	"LINC00304"	"lincRNA"
"ILMN_1722826"	"GIPC3"	"protein_coding"
"ILMN_1722829"	"HLF"	"protein_coding"
"ILMN_1722830"	"MAGEA1"	"protein_coding"
"ILMN_1722831"	"KCNH2"	"protein_coding"
"ILMN_1722834"	"RGS12"	"protein_coding"
"ILMN_1722838"	NA	NA
"ILMN_1722845"	"RAB3B"	"protein_coding"
"ILMN_1722849"	"UNC13A"	"protein_coding"
"ILMN_1722850"	"VGLL2"	"protein_coding"
"ILMN_1722855"	"VEGFB"	"protein_coding"
"ILMN_1722858"	NA	NA
"ILMN_1722863"	"CCDC36"	"protein_coding"
"ILMN_1722869"	NA	NA
"ILMN_1722872"	"MYH9"	"protein_coding"
"ILMN_1722875"	"CDC27"	"protein_coding"
"ILMN_1722880"	"C12orf40"	"protein_coding"
"ILMN_1722884"	NA	"unprocessed_pseudogene"
"ILMN_1722890"	"PCDH7"	"protein_coding"
"ILMN_1722891"	NA	NA
"ILMN_1722894"	NA	NA
"ILMN_1722898"	"SFRP2"	"protein_coding"
"ILMN_1722900"	NA	NA
"ILMN_1722905"	NA	NA
"ILMN_1722906"	"SPATC1"	"protein_coding"
"ILMN_1722913"	NA	NA
"ILMN_1722916"	"LINC01020"	"lincRNA"
"ILMN_1722923"	"SRGAP3"	"protein_coding"
"ILMN_1722929"	"PRKRIP1"	"protein_coding"
"ILMN_1722945"	"C6orf52"	"protein_coding"
"ILMN_1722948"	NA	NA
"ILMN_1722953"	"USP47"	"protein_coding"
"ILMN_1722959"	"OTX2"	"protein_coding"
"ILMN_1722966"	NA	"antisense"
"ILMN_1722969"	NA	NA
"ILMN_1722974"	NA	NA
"ILMN_1722981"	"TLR5"	"protein_coding"
"ILMN_1723007"	"ZCCHC9"	"protein_coding"
"ILMN_1723017"	NA	NA
"ILMN_1723018"	"ZNF117"	"protein_coding"
"ILMN_1723020"	"MAP3K1"	"protein_coding"
"ILMN_1723021"	"ICMT"	"protein_coding"
"ILMN_1723035"	"OLR1"	"protein_coding"
"ILMN_1723042"	"CLDN3"	"protein_coding"
"ILMN_1723048"	"GJC2"	"protein_coding"
"ILMN_1723053"	NA	NA
"ILMN_1723058"	"CLIP1"	"protein_coding"
"ILMN_1723087"	"MDK"	"protein_coding"
"ILMN_1723092"	"CRB3"	"protein_coding"
"ILMN_1723094"	"ARID1B"	"protein_coding"
"ILMN_1723111"	"HIST1H4A"	"protein_coding"
"ILMN_1723113"	"WFDC13"	"protein_coding"
"ILMN_1723114"	NA	NA
"ILMN_1723115"	"CLEC4F"	"protein_coding"
"ILMN_1723116"	"AMFR"	"protein_coding"
"ILMN_1723117"	"IPO9"	"protein_coding"
"ILMN_1723123"	"FGFR3"	"protein_coding"
"ILMN_1723124"	NA	NA
"ILMN_1723134"	"HRCT1"	"protein_coding"
"ILMN_1723141"	"OTUD1"	"protein_coding"
"ILMN_1723145"	"TMEM121"	"protein_coding"
"ILMN_1723156"	NA	NA
"ILMN_1723158"	"NOP2"	"protein_coding"
"ILMN_1723165"	NA	"lincRNA"
"ILMN_1723177"	"ANAPC5"	"protein_coding"
"ILMN_1723185"	"ELOF1"	"protein_coding"
"ILMN_1723198"	NA	NA
"ILMN_1723212"	"SRSF3"	"protein_coding"
"ILMN_1723227"	"FGF3"	"protein_coding"
"ILMN_1723230"	"PDE5A"	"protein_coding"
"ILMN_1723253"	NA	NA
"ILMN_1723254"	NA	NA
"ILMN_1723256"	"C1orf137"	"lincRNA"
"ILMN_1723260"	"ETV5"	"protein_coding"
"ILMN_1723268"	"FAIM"	"protein_coding"
"ILMN_1723274"	"GPR55"	"protein_coding"
"ILMN_1723277"	"MFAP3L"	"protein_coding"
"ILMN_1723287"	"SLC6A16"	"protein_coding"
"ILMN_1723300"	"TMEM255B"	"protein_coding"
"ILMN_1723320"	NA	"antisense"
"ILMN_1723322"	"OR5T2"	"protein_coding"
"ILMN_1723332"	NA	NA
"ILMN_1723333"	"SCGB2A2"	"protein_coding"
"ILMN_1723353"	NA	NA
"ILMN_1723358"	"SCARA3"	"protein_coding"
"ILMN_1723373"	NA	NA
"ILMN_1723381"	NA	NA
"ILMN_1723407"	NA	NA
"ILMN_1723412"	"ASCL2"	"protein_coding"
"ILMN_1723417"	"MCC"	"protein_coding"
"ILMN_1723418"	"CEL"	"protein_coding"
"ILMN_1723433"	NA	NA
"ILMN_1723436"	"PFKFB2"	"protein_coding"
"ILMN_1723439"	"ZYG11A"	"protein_coding"
"ILMN_1723443"	"LRP2"	"protein_coding"
"ILMN_1723477"	"RUNX1T1"	"protein_coding"
"ILMN_1723478"	NA	NA
"ILMN_1723480"	"BST2"	"protein_coding"
"ILMN_1723481"	"CHST3"	"protein_coding"
"ILMN_1723486"	"HK2"	"protein_coding"
"ILMN_1723494"	"SIRT2"	"protein_coding"
"ILMN_1723505"	"GPRIN2"	"protein_coding"
"ILMN_1723520"	"CD1A"	"protein_coding"
"ILMN_1723521"	"AJAP1"	"protein_coding"
"ILMN_1723522"	"APOLD1"	"protein_coding"
"ILMN_1723535"	"P2RY2"	"protein_coding"
"ILMN_1723536"	"USP33"	"protein_coding"
"ILMN_1723542"	"ZNF83"	"protein_coding"
"ILMN_1723568"	"SPATA45"	"protein_coding"
"ILMN_1723584"	NA	NA
"ILMN_1723594"	"CCDC153"	"protein_coding"
"ILMN_1723607"	"GPHN"	"protein_coding"
"ILMN_1723625"	"MAP4K2"	"protein_coding"
"ILMN_1723626"	"APBA2"	"protein_coding"
"ILMN_1723632"	NA	NA
"ILMN_1723641"	NA	NA
"ILMN_1723644"	"PKLR"	"protein_coding"
"ILMN_1723662"	"ABHD2"	"protein_coding"
"ILMN_1723674"	"NKAIN3"	"protein_coding"
"ILMN_1723678"	NA	NA
"ILMN_1723684"	NA	NA
"ILMN_1723685"	NA	NA
"ILMN_1723689"	"RANBP3"	"protein_coding"
"ILMN_1723695"	"VAC14"	"protein_coding"
"ILMN_1723702"	"SRP54-AS1"	"transcribed_unitary_pseudogene"
"ILMN_1723706"	"GRAMD4"	"protein_coding"
"ILMN_1723709"	"C9orf116"	"protein_coding"
"ILMN_1723729"	"RSL1D1"	"protein_coding"
"ILMN_1723734"	NA	NA
"ILMN_1723735"	"SOGA1"	"protein_coding"
"ILMN_1723743"	"ROM1"	"protein_coding"
"ILMN_1723768"	"NLRX1"	"protein_coding"
"ILMN_1723774"	NA	NA
"ILMN_1723788"	NA	"lincRNA"
"ILMN_1723793"	"PALB2"	"protein_coding"
"ILMN_1723794"	"CCNO"	"protein_coding"
"ILMN_1723803"	"SLC2A9"	"protein_coding"
"ILMN_1723822"	NA	NA
"ILMN_1723824"	"MYL6P5"	"processed_pseudogene"
"ILMN_1723834"	NA	NA
"ILMN_1723837"	"SLC6A17"	"protein_coding"
"ILMN_1723843"	NA	NA
"ILMN_1723846"	NA	NA
"ILMN_1723847"	"CILP"	"protein_coding"
"ILMN_1723855"	NA	NA
"ILMN_1723871"	"OTUB1"	"protein_coding"
"ILMN_1723874"	NA	NA
"ILMN_1723881"	NA	NA
"ILMN_1723884"	"ARF4"	"protein_coding"
"ILMN_1723886"	"ZFP2"	"protein_coding"
"ILMN_1723895"	"GTF3C5"	"protein_coding"
"ILMN_1723908"	NA	NA
"ILMN_1723909"	NA	"protein_coding"
"ILMN_1723910"	NA	NA
"ILMN_1723912"	"IFI44L"	"protein_coding"
"ILMN_1723921"	"BEND7"	"protein_coding"
"ILMN_1723962"	NA	NA
"ILMN_1723969"	"PLCB1"	"protein_coding"
"ILMN_1723971"	"SLC29A1"	"protein_coding"
"ILMN_1723978"	"LGALS1"	"protein_coding"
"ILMN_1723984"	NA	NA
"ILMN_1724009"	"SETD6"	"protein_coding"
"ILMN_1724016"	"VWA9"	"protein_coding"
"ILMN_1724021"	"SLC6A19"	"protein_coding"
"ILMN_1724040"	"SOWAHC"	"protein_coding"
"ILMN_1724052"	NA	NA
"ILMN_1724054"	NA	NA
"ILMN_1724059"	"GAS2L1"	"protein_coding"
"ILMN_1724061"	"PAX3"	"protein_coding"
"ILMN_1724062"	"LIN54"	"protein_coding"
"ILMN_1724064"	"RPS2P32"	"processed_pseudogene"
"ILMN_1724066"	"PLCB2"	"protein_coding"
"ILMN_1724070"	NA	NA
"ILMN_1724106"	"UTP20"	"protein_coding"
"ILMN_1724109"	NA	NA
"ILMN_1724113"	NA	NA
"ILMN_1724119"	"CHCHD2P4"	"processed_pseudogene"
"ILMN_1724138"	"KAT5"	"protein_coding"
"ILMN_1724139"	"TMEM123"	"protein_coding"
"ILMN_1724145"	"CBX4"	"protein_coding"
"ILMN_1724148"	"ORAI1"	"protein_coding"
"ILMN_1724149"	NA	NA
"ILMN_1724162"	"ARX"	"protein_coding"
"ILMN_1724166"	NA	NA
"ILMN_1724181"	"IL15"	"protein_coding"
"ILMN_1724191"	"LCLAT1"	"protein_coding"
"ILMN_1724194"	"NPEPL1"	"protein_coding"
"ILMN_1724197"	"YPEL2"	"protein_coding"
"ILMN_1724207"	"IVD"	"protein_coding"
"ILMN_1724211"	"GPRC5C"	"protein_coding"
"ILMN_1724221"	"DNAJB5"	"protein_coding"
"ILMN_1724233"	"ZNF280D"	"protein_coding"
"ILMN_1724234"	NA	NA
"ILMN_1724236"	NA	NA
"ILMN_1724250"	"GRN"	"protein_coding"
"ILMN_1724254"	"INSL6"	"protein_coding"
"ILMN_1724265"	NA	NA
"ILMN_1724266"	"LYPD2"	"protein_coding"
"ILMN_1724280"	NA	NA
"ILMN_1724293"	NA	NA
"ILMN_1724295"	NA	NA
"ILMN_1724299"	"ANKRD20A11P"	"transcribed_unprocessed_pseudogene"
"ILMN_1724300"	"MASP1"	"protein_coding"
"ILMN_1724304"	"NLE1"	"protein_coding"
"ILMN_1724306"	"CACNG1"	"protein_coding"
"ILMN_1724315"	"LMTK2"	"protein_coding"
"ILMN_1724324"	"PLD3"	"protein_coding"
"ILMN_1724333"	"TOR1B"	"protein_coding"
"ILMN_1724341"	"ALG13"	"protein_coding"
"ILMN_1724346"	"IPMK"	"protein_coding"
"ILMN_1724349"	"RGS3"	"protein_coding"
"ILMN_1724350"	"TRIM36"	"protein_coding"
"ILMN_1724352"	"SV2C"	"protein_coding"
"ILMN_1724355"	"MFRP"	"protein_coding"
"ILMN_1724367"	"NDUFB1"	"protein_coding"
"ILMN_1724372"	"SIRT3"	"protein_coding"
"ILMN_1724375"	"MUC17"	"protein_coding"
"ILMN_1724376"	NA	NA
"ILMN_1724386"	NA	NA
"ILMN_1724391"	"ICA1L"	"protein_coding"
"ILMN_1724394"	"DEFB128"	"protein_coding"
"ILMN_1724406"	"INO80E"	"protein_coding"
"ILMN_1724410"	"USP46"	"protein_coding"
"ILMN_1724422"	NA	NA
"ILMN_1724424"	NA	NA
"ILMN_1724427"	"OR6N2"	"protein_coding"
"ILMN_1724437"	"GCAT"	"protein_coding"
"ILMN_1724474"	"CARD16"	"protein_coding"
"ILMN_1724479"	NA	NA
"ILMN_1724480"	"AXIN2"	"protein_coding"
"ILMN_1724489"	"RFC4"	"protein_coding"
"ILMN_1724490"	"PSPC1"	"protein_coding"
"ILMN_1724493"	"LYSMD2"	"protein_coding"
"ILMN_1724495"	"SESTD1"	"protein_coding"
"ILMN_1724497"	NA	NA
"ILMN_1724501"	NA	"unprocessed_pseudogene"
"ILMN_1724504"	"SETD3"	"protein_coding"
"ILMN_1724517"	"CFAP46"	"protein_coding"
"ILMN_1724532"	NA	NA
"ILMN_1724533"	"LY96"	"protein_coding"
"ILMN_1724540"	"ALX1"	"protein_coding"
"ILMN_1724544"	"PPP4R1"	"protein_coding"
"ILMN_1724581"	NA	NA
"ILMN_1724598"	"RABL2A"	"protein_coding"
"ILMN_1724609"	"SLC2A8"	"protein_coding"
"ILMN_1724612"	"SLC25A35"	"protein_coding"
"ILMN_1724643"	NA	NA
"ILMN_1724658"	"BNIP3"	"protein_coding"
"ILMN_1724666"	"PATJ"	"protein_coding"
"ILMN_1724668"	"REPS2"	"protein_coding"
"ILMN_1724669"	"RUNX1T1"	"protein_coding"
"ILMN_1724671"	"MAP6"	"protein_coding"
"ILMN_1724677"	"OR5B21"	"protein_coding"
"ILMN_1724686"	"CLDN1"	"protein_coding"
"ILMN_1724700"	"RIOK3"	"protein_coding"
"ILMN_1724704"	"GRIPAP1"	"protein_coding"
"ILMN_1724708"	"RAB33A"	"protein_coding"
"ILMN_1724709"	"SIGLEC12"	"protein_coding"
"ILMN_1724715"	"MAPK11"	"protein_coding"
"ILMN_1724718"	"NCK2"	"protein_coding"
"ILMN_1724722"	"PLEC"	"protein_coding"
"ILMN_1724734"	"UQCC1"	"protein_coding"
"ILMN_1724738"	"TFR2"	"protein_coding"
"ILMN_1724753"	"NIN"	"protein_coding"
"ILMN_1724754"	"MPP3"	"protein_coding"
"ILMN_1724762"	"XKR6"	"protein_coding"
"ILMN_1724774"	"SYT3"	"protein_coding"
"ILMN_1724782"	NA	NA
"ILMN_1724789"	"CD59"	"protein_coding"
"ILMN_1724799"	"PLA2G2F"	"protein_coding"
"ILMN_1724806"	"RAPSN"	"protein_coding"
"ILMN_1724811"	"PARN"	"protein_coding"
"ILMN_1724822"	NA	"transcribed_unprocessed_pseudogene"
"ILMN_1724825"	"PCBP2"	"protein_coding"
"ILMN_1724832"	"OVOL2"	"protein_coding"
"ILMN_1724837"	"ZC3HAV1"	"protein_coding"
"ILMN_1724854"	"BMS1P1"	"transcribed_unprocessed_pseudogene"
"ILMN_1724863"	"TICAM1"	"protein_coding"
"ILMN_1724873"	"OR10T2"	"protein_coding"
"ILMN_1724877"	NA	NA
"ILMN_1724893"	NA	NA
"ILMN_1724897"	NA	NA
"ILMN_1724902"	NA	NA
"ILMN_1724907"	"NUDT3"	"protein_coding"
"ILMN_1724925"	NA	NA
"ILMN_1724941"	"CDCP1"	"protein_coding"
"ILMN_1724946"	"SPINT1"	"protein_coding"
"ILMN_1724966"	"HECTD4"	"protein_coding"
"ILMN_1724977"	"MDK"	"protein_coding"
"ILMN_1724984"	NA	NA
"ILMN_1724986"	"WDR53"	"protein_coding"
"ILMN_1724990"	"ELP6"	"protein_coding"
"ILMN_1724994"	"COL4A2"	"protein_coding"
"ILMN_1725014"	"TMPRSS6"	"protein_coding"
"ILMN_1725031"	"LHFPL1"	"protein_coding"
"ILMN_1725043"	"ADAL"	"protein_coding"
"ILMN_1725071"	"CCDC12"	"protein_coding"
"ILMN_1725075"	NA	"transcribed_processed_pseudogene"
"ILMN_1725079"	NA	NA
"ILMN_1725090"	"CTHRC1"	"protein_coding"
"ILMN_1725098"	NA	NA
"ILMN_1725105"	NA	NA
"ILMN_1725108"	"SNX25"	"protein_coding"
"ILMN_1725121"	NA	NA
"ILMN_1725130"	"FAM50A"	"protein_coding"
"ILMN_1725131"	NA	"lincRNA"
"ILMN_1725139"	"CA9"	"protein_coding"
"ILMN_1725157"	"NEK6"	"protein_coding"
"ILMN_1725166"	"POLN"	"protein_coding"
"ILMN_1725169"	NA	NA
"ILMN_1725172"	"PKLR"	"protein_coding"
"ILMN_1725175"	"FOSL2"	"protein_coding"
"ILMN_1725187"	"PITPNM2"	"protein_coding"
"ILMN_1725188"	"PRKCI"	"protein_coding"
"ILMN_1725193"	"IGFBP2"	"protein_coding"
"ILMN_1725204"	"MYL12B"	"protein_coding"
"ILMN_1725208"	NA	NA
"ILMN_1725220"	"FER1L5"	"protein_coding"
"ILMN_1725233"	"TARID"	"antisense"
"ILMN_1725234"	"CYP19A1"	"protein_coding"
"ILMN_1725235"	"CDK5RAP2"	"protein_coding"
"ILMN_1725241"	NA	NA
"ILMN_1725244"	NA	NA
"ILMN_1725246"	"COG8"	"protein_coding"
"ILMN_1725250"	"CCDC50"	"protein_coding"
"ILMN_1725260"	"CDC25C"	"protein_coding"
"ILMN_1725271"	"GPR3"	"protein_coding"
"ILMN_1725297"	"AMPH"	"protein_coding"
"ILMN_1725300"	"KMT2C"	"protein_coding"
"ILMN_1725306"	"RNF6"	"protein_coding"
"ILMN_1725311"	"GCGR"	"protein_coding"
"ILMN_1725312"	NA	NA
"ILMN_1725314"	"GBP3"	"protein_coding"
"ILMN_1725338"	"CLDN23"	"protein_coding"
"ILMN_1725346"	"SNAPC1"	"protein_coding"
"ILMN_1725352"	"RUVBL1"	"protein_coding"
"ILMN_1725361"	"AGFG1"	"protein_coding"
"ILMN_1725366"	"SLC27A5"	"protein_coding"
